datetime,open,high,low,close,volume
2018-08-14T04:10:00,7087000.0,7087000.0,7060000.0,7080000.0,31.35423979
2018-08-14T04:15:00,7080000.0,7084000.0,7070000.0,7084000.0,34.96788801
2018-08-14T04:20:00,7084000.0,7090000.0,7074000.0,7083000.0,28.23599093
2018-08-14T04:25:00,7083000.0,7090000.0,7071000.0,7075000.0,26.561797
2018-08-14T04:30:00,7075000.0,7075000.0,7055000.0,7060000.0,22.10101859
2018-08-14T04:35:00,7061000.0,7061000.0,7050000.0,7054000.0,27.41267956
2018-08-14T04:40:00,7054000.0,7055000.0,7040000.0,7042000.0,23.75433513
2018-08-14T04:45:00,7042000.0,7056000.0,7032000.0,7056000.0,54.73884172
2018-08-14T04:50:00,7056000.0,7060000.0,7043000.0,7052000.0,15.79208127
2018-08-14T04:55:00,7052000.0,7069000.0,7051000.0,7060000.0,15.40457336
2018-08-14T05:00:00,7055000.0,7069000.0,7055000.0,7065000.0,22.22973983
2018-08-14T05:05:00,7073000.0,7082000.0,7065000.0,7068000.0,39.32236691
2018-08-14T05:10:00,7074000.0,7074000.0,7068000.0,7074000.0,17.78028972
2018-08-14T05:15:00,7074000.0,7076000.0,7062000.0,7065000.0,20.11293156
2018-08-14T05:20:00,7065000.0,7067000.0,7054000.0,7065000.0,22.29166177
2018-08-14T05:25:00,7055000.0,7061000.0,7054000.0,7054000.0,15.23301355
2018-08-14T05:30:00,7054000.0,7062000.0,7054000.0,7059000.0,22.10261983
2018-08-14T05:35:00,7057000.0,7064000.0,7051000.0,7060000.0,20.96662245
2018-08-14T05:40:00,7063000.0,7064000.0,7052000.0,7059000.0,17.89004041
2018-08-14T05:45:00,7052000.0,7063000.0,7052000.0,7056000.0,33.2295489
2018-08-14T05:50:00,7057000.0,7057000.0,7030000.0,7044000.0,52.63388365
2018-08-14T05:55:00,7044000.0,7049000.0,7020000.0,7028000.0,39.16741454
2018-08-14T06:00:00,7030000.0,7030000.0,7013000.0,7018000.0,35.1870779
2018-08-14T06:05:00,7018000.0,7036000.0,7013000.0,7017000.0,34.5670625
2018-08-14T06:10:00,7018000.0,7029000.0,7016000.0,7025000.0,24.40634003
2018-08-14T06:15:00,7025000.0,7025000.0,7010000.0,7015000.0,27.29201898
2018-08-14T06:20:00,7015000.0,7040000.0,7015000.0,7040000.0,32.06157473
2018-08-14T06:25:00,7040000.0,7048000.0,7028000.0,7038000.0,20.66667455
2018-08-14T06:30:00,7034000.0,7043000.0,7033000.0,7041000.0,12.63058556
2018-08-14T06:35:00,7041000.0,7043000.0,7032000.0,7032000.0,20.15717741
2018-08-14T06:40:00,7032000.0,7032000.0,7024000.0,7025000.0,17.13492733
2018-08-14T06:45:00,7025000.0,7029000.0,7012000.0,7013000.0,13.2011234
2018-08-14T06:50:00,7013000.0,7015000.0,7007000.0,7012000.0,33.5299367
2018-08-14T06:55:00,7012000.0,7029000.0,6989000.0,7026000.0,87.41260655
2018-08-14T07:00:00,7026000.0,7029000.0,7010000.0,7029000.0,10.97624749
2018-08-14T07:05:00,7029000.0,7029000.0,7001000.0,7014000.0,48.22350227
2018-08-14T07:10:00,7010000.0,7025000.0,7006000.0,7008000.0,16.66037704
2018-08-14T07:15:00,7007000.0,7023000.0,7006000.0,7012000.0,11.96915981
2018-08-14T07:20:00,7012000.0,7020000.0,7011000.0,7012000.0,7.31440641
2018-08-14T07:25:00,7012000.0,7017000.0,6996000.0,7000000.0,35.14890376
2018-08-14T07:30:00,7000000.0,7022000.0,7000000.0,7022000.0,29.88685405
2018-08-14T07:35:00,7019000.0,7071000.0,7012000.0,7064000.0,183.66135219
2018-08-14T07:40:00,7058000.0,7090000.0,7056000.0,7077000.0,43.20761938
2018-08-14T07:45:00,7076000.0,7080000.0,7051000.0,7065000.0,34.77478229
2018-08-14T07:50:00,7064000.0,7064000.0,7050000.0,7064000.0,26.18042345
2018-08-14T07:55:00,7064000.0,7064000.0,7045000.0,7064000.0,38.52024398
2018-08-14T08:00:00,7064000.0,7064000.0,7050000.0,7059000.0,21.66727917
2018-08-14T08:05:00,7059000.0,7065000.0,7056000.0,7061000.0,15.91600694
2018-08-14T08:10:00,7061000.0,7082000.0,7056000.0,7079000.0,31.37762024
2018-08-14T08:15:00,7077000.0,7077000.0,7069000.0,7071000.0,21.91219142
2018-08-14T08:20:00,7071000.0,7083000.0,7069000.0,7081000.0,20.21091726
2018-08-14T08:25:00,7069000.0,7088000.0,7069000.0,7077000.0,12.95055785
2018-08-14T08:30:00,7077000.0,7088000.0,7072000.0,7079000.0,30.59930994
2018-08-14T08:35:00,7078000.0,7087000.0,7069000.0,7085000.0,26.05699938
2018-08-14T08:40:00,7084000.0,7084000.0,7071000.0,7077000.0,23.95939816
2018-08-14T08:45:00,7078000.0,7087000.0,7077000.0,7086000.0,8.73056949
2018-08-14T08:50:00,7083000.0,7089000.0,7082000.0,7083000.0,12.18810614
2018-08-14T08:55:00,7083000.0,7083000.0,7072000.0,7078000.0,12.50692603
2018-08-14T09:00:00,7072000.0,7079000.0,7065000.0,7075000.0,17.16874176
2018-08-14T09:05:00,7075000.0,7080000.0,7069000.0,7070000.0,11.31132851
2018-08-14T09:10:00,7070000.0,7071000.0,7061000.0,7062000.0,9.47478679
2018-08-14T09:15:00,7063000.0,7083000.0,7063000.0,7083000.0,22.76979348
2018-08-14T09:20:00,7083000.0,7091000.0,7076000.0,7090000.0,22.42391022
2018-08-14T09:25:00,7090000.0,7098000.0,7080000.0,7080000.0,27.15645756
2018-08-14T09:30:00,7086000.0,7086000.0,7076000.0,7086000.0,10.34668637
2018-08-14T09:35:00,7083000.0,7101000.0,7083000.0,7101000.0,15.56760141
2018-08-14T09:40:00,7099000.0,7112000.0,7093000.0,7111000.0,28.38194557
2018-08-14T09:45:00,7111000.0,7111000.0,7103000.0,7106000.0,29.61222346
2018-08-14T09:50:00,7104000.0,7113000.0,7103000.0,7104000.0,22.37887486
2018-08-14T09:55:00,7103000.0,7130000.0,7099000.0,7105000.0,31.26184847
2018-08-14T10:00:00,7105000.0,7115000.0,7105000.0,7114000.0,8.11610016
2018-08-14T10:05:00,7114000.0,7138000.0,7113000.0,7138000.0,23.44268403
2018-08-14T10:10:00,7138000.0,7144000.0,7124000.0,7126000.0,19.95960724
2018-08-14T10:15:00,7126000.0,7144000.0,7124000.0,7124000.0,19.07243359
2018-08-14T10:20:00,7125000.0,7129000.0,7107000.0,7107000.0,21.82856242
2018-08-14T10:25:00,7107000.0,7109000.0,7092000.0,7092000.0,17.23355186
2018-08-14T10:30:00,7094000.0,7104000.0,7081000.0,7095000.0,21.27118521
2018-08-14T10:35:00,7095000.0,7105000.0,7088000.0,7098000.0,7.9553117
2018-08-14T10:40:00,7101000.0,7101000.0,7070000.0,7078000.0,24.076138
2018-08-14T10:45:00,7077000.0,7077000.0,7062000.0,7072000.0,15.87650423
2018-08-14T10:50:00,7072000.0,7073000.0,7060000.0,7072000.0,26.55002403
2018-08-14T10:55:00,7072000.0,7085000.0,7059000.0,7078000.0,11.48097706
2018-08-14T11:00:00,7082000.0,7084000.0,7069000.0,7079000.0,7.8206679
2018-08-14T11:05:00,7074000.0,7077000.0,7050000.0,7050000.0,15.17958276
2018-08-14T11:10:00,7050000.0,7065000.0,7034000.0,7053000.0,40.37605247
2018-08-14T11:15:00,7053000.0,7070000.0,7052000.0,7060000.0,11.72680479
2018-08-14T11:20:00,7061000.0,7074000.0,7061000.0,7074000.0,14.54100799
2018-08-14T11:25:00,7073000.0,7100000.0,7073000.0,7075000.0,24.45906117
2018-08-14T11:30:00,7075000.0,7076000.0,7066000.0,7066000.0,8.0693543
2018-08-14T11:35:00,7067000.0,7088000.0,7066000.0,7084000.0,8.83732963
2018-08-14T11:40:00,7084000.0,7090000.0,7080000.0,7083000.0,11.6537974
2018-08-14T11:45:00,7087000.0,7090000.0,7071000.0,7085000.0,11.89206674
2018-08-14T11:50:00,7085000.0,7097000.0,7080000.0,7090000.0,8.79448362
2018-08-14T11:55:00,7090000.0,7100000.0,7077000.0,7086000.0,9.18281696
2018-08-14T12:00:00,7085000.0,7085000.0,7057000.0,7057000.0,28.9118704
2018-08-14T12:05:00,7057000.0,7074000.0,7056000.0,7073000.0,3.41888084
2018-08-14T12:10:00,7071000.0,7077000.0,7070000.0,7070000.0,5.43714595
2018-08-14T12:15:00,7070000.0,7099000.0,7063000.0,7089000.0,58.34028807
2018-08-14T12:20:00,7089000.0,7110000.0,7072000.0,7107000.0,38.42418361
2018-08-14T12:25:00,7107000.0,7107000.0,7087000.0,7095000.0,13.48527892
2018-08-14T12:30:00,7094000.0,7095000.0,7076000.0,7079000.0,8.43292611
2018-08-14T12:35:00,7079000.0,7084000.0,7071000.0,7079000.0,16.14435411
2018-08-14T12:40:00,7078000.0,7112000.0,7078000.0,7084000.0,33.85977299
2018-08-14T12:45:00,7084000.0,7190000.0,7078000.0,7181000.0,81.99144697
2018-08-14T12:50:00,7181000.0,7225000.0,7150000.0,7185000.0,107.68394109
2018-08-14T12:55:00,7197000.0,7198000.0,7160000.0,7172000.0,47.23752167
2018-08-14T13:00:00,7173000.0,7190000.0,7168000.0,7182000.0,28.05607524
2018-08-14T13:05:00,7182000.0,7195000.0,7168000.0,7181000.0,25.67313599
2018-08-14T13:10:00,7185000.0,7216000.0,7181000.0,7184000.0,54.00472681
2018-08-14T13:15:00,7191000.0,7199000.0,7181000.0,7188000.0,18.87723821
2018-08-14T13:20:00,7182000.0,7220000.0,7182000.0,7203000.0,47.87701275
2018-08-14T13:25:00,7207000.0,7225000.0,7201000.0,7205000.0,34.81083019
2018-08-14T13:30:00,7205000.0,7225000.0,7205000.0,7211000.0,21.50049179
2018-08-14T13:35:00,7212000.0,7214000.0,7202000.0,7210000.0,13.07840961
2018-08-14T13:40:00,7207000.0,7211000.0,7202000.0,7204000.0,9.44186325
2018-08-14T13:45:00,7204000.0,7210000.0,7187000.0,7189000.0,20.79810799
2018-08-14T13:50:00,7189000.0,7195000.0,7187000.0,7191000.0,13.63582555
2018-08-14T13:55:00,7195000.0,7200000.0,7188000.0,7188000.0,23.2976533
2018-08-14T14:00:00,7191000.0,7194000.0,7174000.0,7178000.0,16.59295704
2018-08-14T14:05:00,7177000.0,7198000.0,7177000.0,7196000.0,21.05743801
2018-08-14T14:10:00,7196000.0,7210000.0,7194000.0,7197000.0,24.46862672
2018-08-14T14:15:00,7202000.0,7202000.0,7185000.0,7189000.0,14.89575442
2018-08-14T14:20:00,7193000.0,7193000.0,7170000.0,7170000.0,17.6903947
2018-08-14T14:25:00,7183000.0,7183000.0,7157000.0,7157000.0,17.70652181
2018-08-14T14:30:00,7157000.0,7157000.0,7131000.0,7139000.0,52.79975334
2018-08-14T14:35:00,7143000.0,7143000.0,7123000.0,7130000.0,25.06186452
2018-08-14T14:40:00,7131000.0,7150000.0,7128000.0,7145000.0,24.19915416
2018-08-14T14:45:00,7145000.0,7149000.0,7128000.0,7134000.0,23.59741347
2018-08-14T14:50:00,7134000.0,7138000.0,7105000.0,7114000.0,27.4393739
2018-08-14T14:55:00,7114000.0,7134000.0,7105000.0,7129000.0,28.95811448
2018-08-14T15:00:00,7128000.0,7149000.0,7112000.0,7133000.0,31.64309851
2018-08-14T15:05:00,7133000.0,7138000.0,7116000.0,7116000.0,9.74630294
2018-08-14T15:10:00,7116000.0,7117000.0,7061000.0,7080000.0,40.53905494
2018-08-14T15:15:00,7080000.0,7100000.0,7061000.0,7100000.0,26.74552849
2018-08-14T15:20:00,7100000.0,7121000.0,7084000.0,7121000.0,28.31670012
2018-08-14T15:25:00,7121000.0,7124000.0,7112000.0,7121000.0,11.6216167
2018-08-14T15:30:00,7115000.0,7124000.0,7109000.0,7119000.0,9.79729479
2018-08-14T15:35:00,7116000.0,7119000.0,7092000.0,7092000.0,11.3566833
2018-08-14T15:40:00,7092000.0,7114000.0,7092000.0,7097000.0,10.02084537
2018-08-14T15:45:00,7097000.0,7123000.0,7096000.0,7114000.0,29.36750626
2018-08-14T15:50:00,7100000.0,7135000.0,7096000.0,7132000.0,23.2452398
2018-08-14T15:55:00,7132000.0,7134000.0,7110000.0,7111000.0,16.39613209
2018-08-14T16:00:00,7111000.0,7134000.0,7101000.0,7115000.0,22.94080197
2018-08-14T16:05:00,7112000.0,7127000.0,7108000.0,7119000.0,13.91305184
2018-08-14T16:10:00,7110000.0,7118000.0,7081000.0,7085000.0,22.11998824
2018-08-14T16:15:00,7085000.0,7095000.0,7070000.0,7070000.0,22.06168578
2018-08-14T16:20:00,7070000.0,7092000.0,7070000.0,7091000.0,13.47043189
2018-08-14T16:25:00,7092000.0,7101000.0,7087000.0,7100000.0,19.18593446
2018-08-14T16:30:00,7100000.0,7132000.0,7076000.0,7101000.0,37.37112137
2018-08-14T16:35:00,7090000.0,7100000.0,7071000.0,7083000.0,21.47933126
2018-08-14T16:40:00,7083000.0,7100000.0,7070000.0,7075000.0,16.03102455
2018-08-14T16:45:00,7075000.0,7078000.0,7069000.0,7071000.0,12.44350105
2018-08-14T16:50:00,7072000.0,7088000.0,7066000.0,7077000.0,18.89922014
2018-08-14T16:55:00,7070000.0,7101000.0,7070000.0,7090000.0,17.5467417
2018-08-14T17:00:00,7096000.0,7125000.0,7090000.0,7096000.0,10.61687051
2018-08-14T17:05:00,7096000.0,7113000.0,7082000.0,7085000.0,6.73367749
2018-08-14T17:10:00,7085000.0,7099000.0,7076000.0,7087000.0,10.44333542
2018-08-14T17:15:00,7095000.0,7099000.0,7081000.0,7090000.0,11.37676108
2018-08-14T17:20:00,7090000.0,7107000.0,7079000.0,7093000.0,8.2551924
2018-08-14T17:25:00,7107000.0,7135000.0,7094000.0,7134000.0,25.56034852
2018-08-14T17:30:00,7134000.0,7156000.0,7123000.0,7156000.0,20.14806754
2018-08-14T17:35:00,7151000.0,7155000.0,7117000.0,7128000.0,9.58443998
2018-08-14T17:40:00,7120000.0,7144000.0,7117000.0,7125000.0,15.93432433
2018-08-14T17:45:00,7125000.0,7147000.0,7123000.0,7130000.0,14.37532477
2018-08-14T17:50:00,7145000.0,7149000.0,7116000.0,7116000.0,15.33910536
2018-08-14T17:55:00,7116000.0,7133000.0,7090000.0,7090000.0,11.9635134
2018-08-14T18:00:00,7107000.0,7108000.0,7080000.0,7080000.0,20.36653429
2018-08-14T18:05:00,7090000.0,7120000.0,7080000.0,7110000.0,8.949972
2018-08-14T18:10:00,7094000.0,7110000.0,7074000.0,7080000.0,27.56833732
2018-08-14T18:15:00,7087000.0,7103000.0,7080000.0,7087000.0,6.81962316
2018-08-14T18:20:00,7087000.0,7095000.0,7073000.0,7085000.0,14.13145831
2018-08-14T18:25:00,7085000.0,7087000.0,7072000.0,7085000.0,7.68476805
2018-08-14T18:30:00,7085000.0,7111000.0,7076000.0,7082000.0,13.64233285
2018-08-14T18:35:00,7099000.0,7099000.0,7073000.0,7075000.0,6.61996797
2018-08-14T18:40:00,7089000.0,7089000.0,7072000.0,7073000.0,14.04561112
2018-08-14T18:45:00,7074000.0,7110000.0,7074000.0,7110000.0,7.011671
2018-08-14T18:50:00,7107000.0,7120000.0,7086000.0,7120000.0,11.53181601
2018-08-14T18:55:00,7120000.0,7142000.0,7094000.0,7105000.0,10.79904682
2018-08-14T19:00:00,7115000.0,7192000.0,7115000.0,7164000.0,15.43784826
2018-08-14T19:05:00,7164000.0,7164000.0,7139000.0,7153000.0,7.63836628
2018-08-14T19:10:00,7158000.0,7158000.0,7127000.0,7146000.0,6.77434959
2018-08-14T19:15:00,7133000.0,7146000.0,7129000.0,7145000.0,5.1313289
2018-08-14T19:20:00,7145000.0,7146000.0,7127000.0,7135000.0,3.70390297
2018-08-14T19:25:00,7135000.0,7148000.0,7135000.0,7148000.0,4.9573189
2018-08-14T19:30:00,7145000.0,7158000.0,7138000.0,7138000.0,2.82294704
2018-08-14T19:35:00,7139000.0,7160000.0,7138000.0,7143000.0,1.98499933
2018-08-14T19:40:00,7143000.0,7170000.0,7141000.0,7165000.0,8.68117227
2018-08-14T19:45:00,7152000.0,7172000.0,7152000.0,7153000.0,2.53013654
2018-08-14T19:50:00,7152000.0,7180000.0,7152000.0,7154000.0,7.73523723
2018-08-14T19:55:00,7154000.0,7163000.0,7130000.0,7134000.0,13.02859854
2018-08-14T20:00:00,7134000.0,7161000.0,7115000.0,7118000.0,10.29385946
2018-08-14T20:05:00,7135000.0,7151000.0,7115000.0,7151000.0,6.95033255
2018-08-14T20:10:00,7150000.0,7197000.0,7119000.0,7181000.0,11.67508947
2018-08-14T20:15:00,7126000.0,7141000.0,7116000.0,7120000.0,4.76465936
2018-08-14T20:20:00,7120000.0,7149000.0,7110000.0,7121000.0,8.1091541
2018-08-14T20:25:00,7121000.0,7145000.0,7121000.0,7138000.0,2.36178187
2018-08-14T20:30:00,7129000.0,7137000.0,7105000.0,7120000.0,6.89195039
2018-08-14T20:35:00,7120000.0,7127000.0,7102000.0,7118000.0,6.50330834
2018-08-14T20:40:00,7103000.0,7121000.0,7100000.0,7106000.0,6.55800888
2018-08-14T20:45:00,7115000.0,7118000.0,7108000.0,7118000.0,2.0527829
2018-08-14T20:50:00,7109000.0,7120000.0,7108000.0,7109000.0,3.63424753
2018-08-14T20:55:00,7109000.0,7128000.0,7106000.0,7120000.0,3.68632732
2018-08-14T21:00:00,7120000.0,7137000.0,7108000.0,7118000.0,1.65095583
2018-08-14T21:05:00,7118000.0,7141000.0,7116000.0,7120000.0,1.40491826
2018-08-14T21:10:00,7123000.0,7143000.0,7120000.0,7135000.0,2.93974209
